MLII,V5
-0.295,-0.275
-0.325,-0.285
-0.335,-0.3
-0.36,-0.32
-0.36,-0.29
-0.335,-0.295
-0.33,-0.27
-0.335,-0.28
-0.335,-0.29
-0.33,-0.305
-0.335,-0.31
-0.325,-0.3
-0.305,-0.285
-0.295,-0.275
-0.295,-0.275
-0.305,-0.29
-0.305,-0.29
-0.3,-0.285
-0.295,-0.265
-0.28,-0.26
-0.265,-0.255
-0.26,-0.27
-0.25,-0.265
-0.225,-0.255
-0.23,-0.255
-0.25,-0.255
-0.255,-0.265
-0.27,-0.255
-0.285,-0.24
-0.27,-0.235
-0.26,-0.225
-0.26,-0.25
-0.27,-0.27
-0.29,-0.28
-0.295,-0.275
-0.28,-0.265
-0.26,-0.26
-0.245,-0.26
-0.27,-0.285
-0.3,-0.295
-0.32,-0.315
-0.335,-0.315
-0.36,-0.325
-0.36,-0.315
-0.375,-0.315
-0.39,-0.315
-0.385,-0.315
-0.38,-0.305
-0.365,-0.295
-0.355,-0.3
-0.38,-0.3
-0.385,-0.315
-0.4,-0.31
-0.39,-0.31
-0.38,-0.305
-0.385,-0.305
-0.395,-0.33
-0.415,-0.335
-0.42,-0.325
-0.405,-0.31
-0.385,-0.3
-0.375,-0.305
-0.39,-0.31
-0.385,-0.325
-0.4,-0.32
-0.39,-0.315
-0.395,-0.31
-0.38,-0.305
-0.385,-0.315
-0.4,-0.325
-0.405,-0.35
-0.41,-0.365
-0.42,-0.36
-0.445,-0.39
-0.475,-0.435
-0.515,-0.46
-0.545,-0.43
-0.57,-0.34
-0.58,-0.21
-0.55,-0.1
-0.45,-0.03
-0.3,0.005
-0.125,0.105
0.09,0.215
0.365,0.325
0.64,0.4
0.835,0.295
0.92,0.015
0.845,-0.305
0.575,-0.49
0.185,-0.505
-0.2,-0.44
-0.435,-0.405
-0.515,-0.39
-0.53,-0.365
-0.48,-0.355
-0.445,-0.345
-0.435,-0.35
-0.45,-0.35
-0.455,-0.35
-0.445,-0.345
-0.425,-0.355
-0.43,-0.355
-0.43,-0.355
-0.455,-0.35
-0.47,-0.375
-0.46,-0.375
-0.445,-0.355
-0.445,-0.355
-0.45,-0.35
-0.46,-0.345
-0.46,-0.37
-0.47,-0.365
-0.46,-0.345
-0.46,-0.34
-0.45,-0.32
-0.445,-0.34
-0.445,-0.35
-0.45,-0.36
-0.43,-0.34
-0.435,-0.335
-0.445,-0.325
-0.44,-0.35
-0.46,-0.345
-0.45,-0.345
-0.44,-0.335
-0.435,-0.34
-0.43,-0.335
-0.44,-0.35
-0.435,-0.36
-0.45,-0.34
-0.44,-0.33
-0.43,-0.335
-0.445,-0.345
-0.45,-0.35
-0.47,-0.365
-0.48,-0.365
-0.48,-0.35
-0.465,-0.355
-0.455,-0.35
-0.455,-0.37
-0.465,-0.365
-0.455,-0.35
-0.45,-0.345
-0.445,-0.345
-0.445,-0.345
-0.45,-0.365
-0.455,-0.375
-0.45,-0.365
-0.43,-0.34
-0.43,-0.325
-0.425,-0.34
-0.435,-0.345
-0.44,-0.345
-0.445,-0.36
-0.44,-0.355
-0.44,-0.355
-0.445,-0.37
-0.445,-0.38
-0.45,-0.39
-0.47,-0.395
-0.45,-0.38
-0.46,-0.39
-0.475,-0.42
-0.47,-0.43
-0.495,-0.435
-0.505,-0.425
-0.49,-0.425
-0.48,-0.43
-0.48,-0.445
-0.485,-0.455
-0.51,-0.46
-0.515,-0.475
-0.52,-0.475
-0.49,-0.465
-0.49,-0.47
-0.505,-0.48
-0.51,-0.5
-0.515,-0.475
-0.515,-0.475
-0.485,-0.465
-0.505,-0.465
-0.5,-0.47
-0.505,-0.47
-0.515,-0.47
-0.52,-0.45
-0.51,-0.45
-0.5,-0.44
-0.5,-0.45
-0.51,-0.445
-0.505,-0.435
-0.48,-0.42
-0.48,-0.39
-0.465,-0.38
-0.455,-0.39
-0.425,-0.375
-0.42,-0.365
-0.405,-0.335
-0.39,-0.32
-0.375,-0.31
-0.365,-0.32
-0.355,-0.31
-0.355,-0.295
-0.35,-0.29
-0.34,-0.285
-0.32,-0.28
-0.33,-0.29
-0.33,-0.29
-0.33,-0.295
-0.32,-0.27
-0.31,-0.265
-0.305,-0.265
-0.32,-0.28
-0.33,-0.295
-0.335,-0.295
-0.335,-0.28
-0.325,-0.275
-0.33,-0.27
-0.34,-0.285
-0.345,-0.3
-0.335,-0.3
-0.32,-0.29
-0.335,-0.285
-0.335,-0.275
-0.335,-0.285
-0.35,-0.28
-0.35,-0.27
-0.335,-0.28
-0.33,-0.275
-0.325,-0.28
-0.33,-0.285
-0.345,-0.295
-0.355,-0.295
-0.345,-0.29
-0.33,-0.285
-0.33,-0.295
-0.355,-0.295
-0.36,-0.315
-0.365,-0.305
-0.35,-0.3
-0.335,-0.285
-0.34,-0.275
-0.345,-0.305
-0.35,-0.315
-0.355,-0.29
-0.355,-0.285
-0.34,-0.285
-0.33,-0.295
-0.335,-0.3
-0.355,-0.31
-0.35,-0.3
-0.345,-0.29
-0.34,-0.285
-0.335,-0.265
-0.345,-0.28
-0.365,-0.305
-0.36,-0.3
-0.34,-0.295
-0.33,-0.29
-0.33,-0.285
-0.335,-0.295
-0.34,-0.3
-0.36,-0.295
-0.35,-0.285
-0.335,-0.28
-0.33,-0.28
-0.35,-0.29
-0.35,-0.295
-0.355,-0.285
-0.34,-0.29
-0.34,-0.27
-0.345,-0.28
-0.345,-0.28
-0.345,-0.29
-0.345,-0.295
-0.345,-0.275
-0.335,-0.275
-0.325,-0.26
-0.335,-0.275
-0.335,-0.285
-0.34,-0.27
-0.335,-0.275
-0.325,-0.265
-0.315,-0.275
-0.315,-0.28
-0.33,-0.285
-0.335,-0.28
-0.32,-0.275
-0.32,-0.265
-0.305,-0.285
-0.31,-0.275
-0.325,-0.285
-0.325,-0.28
-0.32,-0.265
-0.305,-0.25
-0.315,-0.255
-0.31,-0.27
-0.315,-0.295
-0.325,-0.275
-0.31,-0.27
-0.29,-0.255
-0.28,-0.25
-0.265,-0.255
-0.27,-0.265
-0.26,-0.26
-0.255,-0.245
-0.245,-0.24
-0.235,-0.225
-0.23,-0.24
-0.22,-0.25
-0.23,-0.235
-0.205,-0.23
-0.2,-0.215
-0.19,-0.215
-0.19,-0.215
-0.195,-0.245
-0.205,-0.235
-0.195,-0.235
-0.205,-0.225
-0.195,-0.225
-0.21,-0.22
-0.22,-0.22
-0.24,-0.205
-0.235,-0.2
-0.24,-0.205
-0.22,-0.195
-0.21,-0.22
-0.23,-0.22
-0.25,-0.21
-0.24,-0.22
-0.21,-0.21
-0.195,-0.215
-0.195,-0.23
-0.23,-0.25
-0.26,-0.245
-0.275,-0.235
-0.285,-0.245
-0.3,-0.24
-0.31,-0.245
-0.335,-0.26
-0.345,-0.255
-0.345,-0.265
-0.325,-0.255
-0.32,-0.25
-0.315,-0.26
-0.315,-0.275
-0.33,-0.265
-0.33,-0.26
-0.32,-0.255
-0.325,-0.26
-0.32,-0.265
-0.33,-0.285
-0.335,-0.265
-0.335,-0.26
-0.335,-0.255
-0.32,-0.265
-0.33,-0.27
-0.335,-0.285
-0.34,-0.27
-0.335,-0.26
-0.32,-0.255
-0.335,-0.26
-0.335,-0.295
-0.355,-0.33
-0.37,-0.36
-0.41,-0.36
-0.44,-0.39
-0.455,-0.4
-0.475,-0.38
-0.53,-0.31
-0.535,-0.175
-0.49,-0.02
-0.37,0.105
-0.235,0.195
-0.075,0.255
0.07,0.33
0.255,0.4
0.51,0.465
0.74,0.55
0.945,0.63
1.055,0.715
1.145,0.775
1.23,0.785
1.305,0.645
1.315,0.355
1.185,-0.035
0.88,-0.34
0.47,-0.455
0.055,-0.415
-0.25,-0.33
-0.39,-0.29
-0.42,-0.28
-0.395,-0.29
-0.35,-0.3
-0.34,-0.305
-0.335,-0.295
-0.335,-0.29
-0.34,-0.285
-0.34,-0.295
-0.35,-0.305
-0.37,-0.3
-0.36,-0.29
-0.36,-0.285
-0.355,-0.285
-0.355,-0.305
-0.365,-0.3
-0.375,-0.305
-0.365,-0.29
-0.36,-0.28
-0.35,-0.29
-0.35,-0.3
-0.36,-0.295
-0.36,-0.3
-0.355,-0.285
-0.35,-0.285
-0.35,-0.28
-0.355,-0.28
-0.36,-0.295
-0.36,-0.305
-0.36,-0.28
-0.365,-0.275
-0.355,-0.27
-0.345,-0.28
-0.35,-0.295
-0.355,-0.285
-0.35,-0.27
-0.34,-0.275
-0.33,-0.265
-0.33,-0.28
-0.34,-0.275
-0.35,-0.275
-0.34,-0.26
-0.34,-0.26
-0.33,-0.26
-0.34,-0.275
-0.35,-0.28
-0.35,-0.275
-0.35,-0.275
-0.33,-0.275
-0.325,-0.255
-0.34,-0.28
-0.35,-0.28
-0.36,-0.275
-0.35,-0.275
-0.34,-0.275
-0.36,-0.27
-0.35,-0.285
-0.355,-0.305
-0.36,-0.285
-0.355,-0.285
-0.34,-0.285
-0.345,-0.3
-0.34,-0.3
-0.34,-0.32
-0.35,-0.32
-0.35,-0.305
-0.345,-0.315
-0.335,-0.315
-0.345,-0.33
-0.36,-0.35
-0.375,-0.355
-0.355,-0.35
-0.35,-0.345
-0.35,-0.355
-0.36,-0.36
-0.365,-0.38
-0.385,-0.385
-0.395,-0.385
-0.38,-0.375
-0.38,-0.385
-0.39,-0.4
-0.405,-0.4
-0.41,-0.415
-0.39,-0.4
-0.4,-0.4
-0.385,-0.405
-0.4,-0.41
-0.395,-0.42
-0.4,-0.4
-0.4,-0.39
-0.375,-0.38
-0.36,-0.375
-0.37,-0.38
-0.37,-0.385
-0.37,-0.37
-0.365,-0.35
-0.355,-0.335
-0.335,-0.315
-0.34,-0.31
-0.33,-0.31
-0.325,-0.28
-0.305,-0.26
-0.3,-0.245
-0.26,-0.235
-0.26,-0.23
-0.265,-0.235
-0.255,-0.22
-0.245,-0.205
-0.225,-0.195
-0.215,-0.19
-0.225,-0.195
-0.235,-0.21
-0.23,-0.195
-0.22,-0.195
-0.215,-0.19
-0.2,-0.17
-0.215,-0.19
-0.215,-0.2
-0.225,-0.19
-0.22,-0.185
-0.2,-0.175
-0.195,-0.175
-0.205,-0.19
-0.23,-0.2
-0.225,-0.2
-0.225,-0.185
-0.21,-0.185
-0.225,-0.18
-0.23,-0.195
-0.235,-0.215
-0.235,-0.2
-0.24,-0.19
-0.22,-0.19
-0.225,-0.185
-0.235,-0.19
-0.245,-0.22
-0.27,-0.205
-0.245,-0.21
-0.245,-0.205
-0.24,-0.2
-0.24,-0.195
-0.24,-0.215
-0.25,-0.22
-0.24,-0.215
-0.22,-0.205
-0.22,-0.21
-0.235,-0.215
-0.245,-0.23
-0.26,-0.22
-0.24,-0.215
-0.245,-0.21
-0.24,-0.215
-0.24,-0.235
-0.26,-0.24
-0.265,-0.235
-0.26,-0.22
-0.25,-0.23
-0.25,-0.21
-0.255,-0.23
-0.27,-0.25
-0.285,-0.25
-0.27,-0.235
-0.27,-0.225
-0.255,-0.23
-0.28,-0.245
-0.285,-0.245
-0.285,-0.235
-0.28,-0.24
-0.265,-0.235
-0.26,-0.235
-0.26,-0.245
-0.27,-0.25
-0.275,-0.245
-0.275,-0.245
-0.26,-0.24
-0.255,-0.235
-0.255,-0.235
-0.275,-0.26
-0.275,-0.245
-0.27,-0.235
-0.27,-0.225
-0.265,-0.22
-0.265,-0.23
-0.255,-0.245
-0.27,-0.245
-0.265,-0.23
-0.27,-0.23
-0.26,-0.23
-0.265,-0.23
-0.275,-0.245
-0.285,-0.24
-0.265,-0.225
-0.27,-0.22
-0.275,-0.225
-0.275,-0.225
-0.285,-0.235
-0.28,-0.235
-0.26,-0.23
-0.255,-0.23
-0.255,-0.23
-0.25,-0.235
-0.27,-0.235
-0.27,-0.235
-0.255,-0.225
-0.235,-0.215
-0.25,-0.225
-0.245,-0.235
-0.255,-0.235
-0.25,-0.23
-0.235,-0.225
-0.225,-0.215
-0.2,-0.23
-0.195,-0.245
-0.2,-0.245
-0.195,-0.235
-0.19,-0.22
-0.175,-0.215
-0.18,-0.205
-0.17,-0.21
-0.175,-0.21
-0.16,-0.205
-0.165,-0.19
-0.16,-0.175
-0.155,-0.185
-0.14,-0.195
-0.155,-0.2
-0.16,-0.185
-0.155,-0.165
-0.155,-0.165
-0.16,-0.16
-0.16,-0.175
-0.165,-0.185
-0.175,-0.17
-0.17,-0.165
-0.17,-0.15
-0.17,-0.155
-0.155,-0.185
-0.135,-0.205
-0.13,-0.2
-0.145,-0.19
-0.155,-0.2
-0.19,-0.185
-0.21,-0.2
-0.225,-0.21
-0.24,-0.215
-0.24,-0.205
-0.25,-0.205
-0.265,-0.21
-0.27,-0.225
-0.285,-0.22
-0.3,-0.21
-0.29,-0.21
-0.27,-0.205
-0.265,-0.21
-0.27,-0.215
-0.28,-0.225
-0.285,-0.23
-0.275,-0.225
-0.275,-0.22
-0.26,-0.225
-0.27,-0.235
-0.28,-0.225
-0.28,-0.23
-0.28,-0.215
-0.275,-0.205
-0.27,-0.22
-0.275,-0.24
-0.28,-0.245
-0.29,-0.24
-0.275,-0.225
-0.28,-0.215
-0.285,-0.215
-0.28,-0.24
-0.3,-0.27
-0.295,-0.28
-0.305,-0.31
-0.32,-0.32
-0.37,-0.35
-0.41,-0.38
-0.435,-0.4
-0.475,-0.335
-0.49,-0.22
-0.5,-0.065
-0.43,0.09
-0.31,0.21
-0.155,0.315
0.015,0.44
0.21,0.585
0.445,0.72
0.735,0.82
0.98,0.88
1.155,0.765
1.23,0.445
1.18,0.04
0.935,-0.21
0.485,-0.29
0.01,-0.255
-0.305,-0.255
-0.405,-0.26
-0.37,-0.245
-0.305,-0.23
-0.27,-0.24
-0.275,-0.265
-0.285,-0.27
-0.305,-0.265
-0.315,-0.255
-0.3,-0.255
-0.31,-0.265
-0.31,-0.275
-0.325,-0.29
-0.335,-0.28
-0.325,-0.275
-0.31,-0.255
-0.31,-0.265
-0.31,-0.27
-0.325,-0.28
-0.33,-0.28
-0.31,-0.28
-0.305,-0.255
-0.3,-0.27
-0.31,-0.265
-0.315,-0.28
-0.325,-0.265
-0.31,-0.265
-0.295,-0.255
-0.29,-0.255
-0.305,-0.275
-0.305,-0.28
-0.315,-0.275
-0.32,-0.265
-0.305,-0.27
-0.31,-0.265
-0.305,-0.28
-0.315,-0.28
-0.335,-0.28
-0.32,-0.26
-0.315,-0.265
-0.31,-0.27
-0.32,-0.28
-0.33,-0.29
-0.335,-0.28
-0.32,-0.265
-0.315,-0.255
-0.31,-0.265
-0.31,-0.265
-0.315,-0.27
-0.32,-0.27
-0.315,-0.27
-0.305,-0.26
-0.305,-0.26
-0.305,-0.275
-0.305,-0.28
-0.325,-0.275
-0.315,-0.27
-0.305,-0.26
-0.305,-0.275
-0.31,-0.29
-0.315,-0.29
-0.33,-0.285
-0.33,-0.28
-0.305,-0.275
-0.3,-0.29
-0.315,-0.295
-0.325,-0.3
-0.33,-0.3
-0.32,-0.3
-0.315,-0.295
-0.32,-0.295
-0.32,-0.305
-0.33,-0.32
-0.335,-0.315
-0.325,-0.32
-0.315,-0.325
-0.31,-0.325
-0.315,-0.34
-0.32,-0.345
-0.32,-0.355
-0.33,-0.35
-0.325,-0.345
-0.325,-0.355
-0.32,-0.38
-0.32,-0.385
-0.335,-0.39
-0.315,-0.39
-0.32,-0.38
-0.315,-0.385
-0.32,-0.39
-0.32,-0.415
-0.325,-0.42
-0.325,-0.405
-0.32,-0.395
-0.32,-0.385
-0.32,-0.4
-0.34,-0.405
-0.34,-0.385
-0.335,-0.38
-0.32,-0.37
-0.31,-0.36
-0.305,-0.355
-0.305,-0.36
-0.32,-0.355
-0.305,-0.33
-0.29,-0.315
-0.28,-0.305
-0.29,-0.31
-0.28,-0.31
-0.285,-0.29
-0.26,-0.28
-0.245,-0.265
-0.235,-0.245
-0.245,-0.25
-0.225,-0.23
-0.24,-0.23
-0.22,-0.215
-0.21,-0.2
-0.2,-0.2
-0.2,-0.205
-0.21,-0.22
-0.2,-0.205
-0.19,-0.2
-0.19,-0.18
-0.175,-0.18
-0.185,-0.19
-0.19,-0.21
-0.21,-0.195
-0.205,-0.195
-0.195,-0.19
-0.19,-0.185
-0.205,-0.19
-0.21,-0.205
-0.205,-0.19
-0.2,-0.2
-0.19,-0.185
-0.2,-0.19
-0.195,-0.19
-0.2,-0.2
-0.2,-0.21
-0.2,-0.195
-0.195,-0.185
-0.195,-0.19
-0.205,-0.205
-0.205,-0.21
-0.22,-0.215
-0.21,-0.205
-0.2,-0.195
-0.205,-0.2
-0.2,-0.2
-0.22,-0.225
-0.22,-0.23
-0.225,-0.22
-0.22,-0.21
-0.225,-0.22
-0.225,-0.23
-0.23,-0.23
-0.24,-0.235
-0.23,-0.24
-0.225,-0.22
-0.215,-0.22
-0.235,-0.24
-0.23,-0.245
-0.245,-0.245
-0.245,-0.24
-0.22,-0.21
-0.23,-0.22
-0.23,-0.23
-0.245,-0.245
-0.24,-0.255
-0.24,-0.23
-0.245,-0.24
-0.235,-0.24
-0.24,-0.245
-0.24,-0.25
-0.245,-0.245
-0.245,-0.245
-0.245,-0.235
-0.24,-0.245
-0.25,-0.26
-0.255,-0.27
-0.265,-0.265
-0.255,-0.245
-0.26,-0.245
-0.24,-0.25
-0.255,-0.265
-0.265,-0.265
-0.275,-0.265
-0.26,-0.26
-0.25,-0.255
-0.24,-0.245
-0.24,-0.265
-0.25,-0.26
-0.26,-0.255
-0.24,-0.25
-0.25,-0.25
-0.225,-0.25
-0.235,-0.275
-0.24,-0.27
-0.24,-0.27
-0.245,-0.255
-0.23,-0.245
-0.225,-0.245
-0.23,-0.275
-0.245,-0.265
-0.245,-0.27
-0.24,-0.26
-0.235,-0.245
-0.24,-0.245
-0.245,-0.25
-0.245,-0.265
-0.265,-0.26
-0.245,-0.265
-0.23,-0.26
-0.235,-0.255
-0.24,-0.255
-0.245,-0.26
-0.235,-0.265
-0.21,-0.25
-0.195,-0.245
-0.18,-0.245
-0.17,-0.26
-0.17,-0.26
-0.17,-0.265
-0.16,-0.24
-0.15,-0.23
-0.15,-0.23
-0.15,-0.245
-0.14,-0.245
-0.145,-0.23
-0.125,-0.215
-0.125,-0.21
-0.11,-0.21
-0.11,-0.225
-0.13,-0.22
-0.14,-0.22
-0.135,-0.205
-0.13,-0.185
-0.135,-0.195
-0.15,-0.19
-0.16,-0.2
-0.175,-0.195
-0.15,-0.205
-0.14,-0.195
-0.14,-0.195
-0.135,-0.2
-0.16,-0.205
-0.185,-0.205
-0.17,-0.185
-0.16,-0.18
-0.135,-0.2
-0.125,-0.215
-0.115,-0.225
-0.12,-0.24
-0.14,-0.225
-0.16,-0.215
-0.17,-0.215
-0.175,-0.23
-0.2,-0.245
-0.23,-0.255
-0.23,-0.24
-0.23,-0.235
-0.235,-0.24
-0.25,-0.255
-0.26,-0.25
-0.27,-0.255
-0.255,-0.25
-0.245,-0.26
-0.245,-0.26
-0.25,-0.26
-0.26,-0.265
-0.27,-0.255
-0.27,-0.255
-0.265,-0.255
-0.265,-0.26
-0.27,-0.265
-0.27,-0.275
-0.29,-0.28
-0.275,-0.265
-0.28,-0.255
-0.26,-0.255
-0.275,-0.25
-0.28,-0.275
-0.285,-0.28
-0.275,-0.295
-0.275,-0.32
-0.28,-0.36
-0.315,-0.395
-0.36,-0.42
-0.4,-0.43
-0.42,-0.4
-0.45,-0.3
-0.475,-0.16
-0.455,-0.03
-0.355,0.085
-0.215,0.205
-0.04,0.325
0.14,0.455
0.35,0.555
0.615,0.665
0.865,0.725
1.045,0.635
1.16,0.395
1.145,0.04
0.95,-0.265
0.55,-0.36
0.125,-0.35
-0.22,-0.3
-0.38,-0.3
-0.395,-0.29
-0.35,-0.275
-0.3,-0.275
-0.29,-0.305
-0.295,-0.31
-0.29,-0.29
-0.29,-0.295
-0.28,-0.3
-0.28,-0.305
-0.295,-0.31
-0.295,-0.315
-0.3,-0.305
-0.29,-0.3
-0.285,-0.305
-0.295,-0.315
-0.305,-0.31
-0.315,-0.31
-0.295,-0.295
-0.3,-0.295
-0.29,-0.3
-0.29,-0.305
-0.3,-0.31
-0.315,-0.32
-0.315,-0.305
-0.3,-0.29
-0.295,-0.3
-0.29,-0.305
-0.305,-0.305
-0.315,-0.295
-0.315,-0.3
-0.305,-0.29
-0.31,-0.295
-0.315,-0.305
-0.32,-0.305
-0.335,-0.305
-0.315,-0.295
-0.305,-0.275
-0.305,-0.295
-0.305,-0.3
-0.305,-0.295
-0.32,-0.295
-0.325,-0.29
-0.295,-0.28
-0.295,-0.29
-0.3,-0.3
-0.3,-0.305
-0.31,-0.31
-0.305,-0.295
-0.3,-0.29
-0.29,-0.29
-0.305,-0.3
-0.315,-0.305
-0.32,-0.31
-0.305,-0.29
-0.3,-0.295
-0.3,-0.3
-0.3,-0.305
-0.31,-0.31
-0.325,-0.31
-0.31,-0.31
-0.3,-0.3
-0.31,-0.31
-0.315,-0.325
-0.32,-0.33
-0.325,-0.325
-0.31,-0.32
-0.305,-0.31
-0.305,-0.31
-0.295,-0.32
-0.305,-0.335
-0.315,-0.345
-0.305,-0.335
-0.29,-0.33
-0.285,-0.335
-0.31,-0.345
-0.3,-0.35
-0.32,-0.355
-0.305,-0.365
-0.295,-0.355
-0.305,-0.365
-0.31,-0.375
-0.32,-0.4
-0.315,-0.395
-0.315,-0.4
-0.31,-0.395
-0.31,-0.4
-0.315,-0.41
-0.32,-0.425
-0.325,-0.42
-0.32,-0.42
-0.325,-0.42
-0.31,-0.43
-0.325,-0.43
-0.335,-0.44
-0.345,-0.425
-0.335,-0.425
-0.335,-0.405
-0.325,-0.405
-0.32,-0.405
-0.315,-0.405
-0.325,-0.395
-0.315,-0.38
-0.295,-0.33
-0.295,-0.34
-0.285,-0.33
-0.28,-0.32
-0.275,-0.31
-0.26,-0.29
-0.235,-0.275
-0.215,-0.245
-0.23,-0.265
-0.215,-0.25
-0.215,-0.25
-0.215,-0.25
-0.2,-0.235
-0.19,-0.24
-0.195,-0.235
-0.195,-0.245
-0.205,-0.23
-0.19,-0.22
-0.19,-0.21
-0.185,-0.225
-0.195,-0.24
-0.205,-0.235
-0.21,-0.245
-0.2,-0.22
-0.19,-0.22
-0.195,-0.22
-0.185,-0.23
-0.195,-0.24
-0.2,-0.245
-0.2,-0.235
-0.185,-0.22
-0.195,-0.225
-0.195,-0.235
-0.21,-0.25
-0.205,-0.26
-0.215,-0.245
-0.205,-0.24
-0.2,-0.245
-0.21,-0.255
-0.22,-0.265
-0.23,-0.265
-0.235,-0.26
-0.235,-0.26
-0.225,-0.255
-0.225,-0.26
-0.22,-0.27
-0.225,-0.27
-0.225,-0.265
-0.22,-0.265
-0.215,-0.265
-0.23,-0.265
-0.225,-0.275
-0.24,-0.285
-0.235,-0.27
-0.225,-0.27
-0.23,-0.275
-0.225,-0.28
-0.23,-0.28
-0.245,-0.28
-0.24,-0.27
-0.25,-0.265
-0.25,-0.28
-0.26,-0.295
-0.26,-0.3
-0.26,-0.295
-0.25,-0.3
-0.255,-0.275
-0.26,-0.285
-0.265,-0.285
-0.275,-0.3
-0.28,-0.3
-0.27,-0.3
-0.255,-0.28
-0.25,-0.29
-0.245,-0.285
-0.26,-0.3
-0.275,-0.305
-0.265,-0.295
-0.245,-0.29
-0.24,-0.3
-0.25,-0.305
-0.26,-0.3
-0.265,-0.295
-0.26,-0.295
-0.25,-0.28
-0.245,-0.31
-0.25,-0.31
-0.265,-0.31
-0.285,-0.305
-0.265,-0.29
-0.265,-0.275
-0.26,-0.28
-0.25,-0.3
-0.265,-0.285
-0.265,-0.3
-0.25,-0.285
-0.25,-0.28
-0.245,-0.28
-0.245,-0.28
-0.25,-0.285
-0.265,-0.3
-0.25,-0.285
-0.24,-0.275
-0.225,-0.285
-0.23,-0.29
-0.24,-0.305
-0.24,-0.31
-0.215,-0.285
-0.2,-0.28
-0.18,-0.29
-0.175,-0.295
-0.185,-0.295
-0.185,-0.29
-0.175,-0.275
-0.165,-0.275
-0.17,-0.275
-0.175,-0.28
-0.185,-0.275
-0.185,-0.27
-0.17,-0.275
-0.145,-0.255
-0.145,-0.26
-0.14,-0.265
-0.155,-0.265
-0.16,-0.265
-0.165,-0.24
-0.155,-0.215
-0.15,-0.235
-0.165,-0.23
-0.165,-0.245
-0.175,-0.24
-0.155,-0.23
-0.16,-0.225
-0.165,-0.23
-0.17,-0.235
-0.15,-0.27
-0.135,-0.285
-0.14,-0.265
-0.165,-0.26
-0.19,-0.275
-0.21,-0.28
-0.23,-0.29
-0.255,-0.29
-0.265,-0.285
-0.28,-0.28
-0.27,-0.295
-0.275,-0.295
-0.275,-0.32
-0.29,-0.305
-0.29,-0.3
-0.29,-0.285
-0.29,-0.305
-0.295,-0.305
-0.295,-0.31
-0.29,-0.31
-0.285,-0.295
-0.28,-0.295
-0.285,-0.305
-0.275,-0.32
-0.295,-0.33
-0.305,-0.325
-0.295,-0.315
-0.295,-0.305
-0.29,-0.305
-0.29,-0.305
-0.295,-0.315
-0.32,-0.365
-0.31,-0.365
-0.33,-0.39
-0.355,-0.41
-0.375,-0.44
-0.405,-0.465
-0.44,-0.435
-0.485,-0.34
-0.515,-0.24
-0.48,-0.145
-0.385,-0.075
-0.28,-0.03
-0.165,-0.01
-0.055,0.06
0.09,0.135
0.275,0.21
0.51,0.31
0.715,0.41
0.885,0.44
1.01,0.34
1.09,0.085
1.0,-0.27
0.72,-0.485
0.305,-0.515
-0.075,-0.455
-0.325,-0.395
-0.43,-0.36
-0.435,-0.365
-0.42,-0.35
-0.385,-0.35
-0.355,-0.35
-0.345,-0.35
-0.335,-0.34
-0.33,-0.34
-0.33,-0.345
-0.335,-0.35
-0.345,-0.34
-0.345,-0.335
-0.345,-0.335
-0.345,-0.335
-0.35,-0.35
-0.35,-0.345
-0.37,-0.335
-0.36,-0.34
-0.355,-0.34
-0.34,-0.35
-0.345,-0.34
-0.35,-0.34
-0.355,-0.345
-0.37,-0.34
-0.35,-0.33
-0.34,-0.34
-0.335,-0.355
-0.355,-0.36
-0.36,-0.36
-0.345,-0.345
-0.35,-0.325
-0.355,-0.325
-0.365,-0.34
-0.375,-0.35
-0.37,-0.35
-0.355,-0.335
-0.34,-0.335
-0.34,-0.34
-0.35,-0.35
-0.365,-0.355
-0.37,-0.34
-0.365,-0.335
-0.36,-0.32
-0.345,-0.335
-0.35,-0.34
-0.37,-0.345
-0.37,-0.34
-0.365,-0.335
-0.345,-0.335
-0.345,-0.325
-0.36,-0.335
-0.37,-0.34
-0.385,-0.35
-0.38,-0.345
-0.36,-0.34
-0.365,-0.35
-0.355,-0.355
-0.365,-0.35
-0.385,-0.35
-0.375,-0.345
-0.355,-0.35
-0.35,-0.36
-0.36,-0.36
-0.37,-0.37
-0.38,-0.38
-0.37,-0.365
-0.365,-0.355
-0.38,-0.375
-0.37,-0.385
-0.385,-0.39
-0.395,-0.4
-0.395,-0.395
-0.39,-0.38
-0.365,-0.385
-0.37,-0.4
-0.375,-0.42
-0.39,-0.435
-0.395,-0.445
-0.4,-0.435
-0.405,-0.43
-0.405,-0.45
-0.41,-0.47
-0.425,-0.475
-0.425,-0.48
-0.44,-0.48
-0.43,-0.48
-0.45,-0.49
-0.46,-0.49
-0.465,-0.48
-0.46,-0.47
-0.435,-0.47
-0.425,-0.47
-0.415,-0.465
-0.405,-0.465
-0.42,-0.435
-0.4,-0.415
-0.4,-0.41
-0.375,-0.405
-0.37,-0.41
-0.38,-0.41
-0.37,-0.415
-0.36,-0.39
-0.345,-0.365
-0.35,-0.35
-0.335,-0.335
-0.34,-0.34
-0.33,-0.325
-0.325,-0.325
-0.31,-0.315
-0.29,-0.325
-0.285,-0.33
-0.295,-0.345
-0.28,-0.315
-0.29,-0.31
-0.295,-0.31
-0.27,-0.325
-0.26,-0.325
-0.265,-0.34
-0.285,-0.34
